Product Name,Price,Discount,Rate,Category,Company,Product Page
T-DAGGER لوحة مفاتيح الألعاب الميكانيكية T-Dagger T-TGK313 [أزرق ثلجي] - مفاتيح Outemu الزرقاء - سوداء,810.00 جنيه,33%,4.3 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/t-dagger-t-tgk313-mechanical-gaming-keyboard-ice-blue-led-outemu-switches-20827165.html
كابل شحن ومزامنه اكيكو متوافق مع ايفون  – UC04,120.00 جنيه,No discount,4.1 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-akekio-lightning-data-cable-uc04-22558557.html
لوحة ماوس Minecraft - المطاط cr-8,117.00 جنيه,10%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-minecraft-mouse-pad-rubber-cr-8-133674669.html
Lenovo تقدم لوحة المفاتيح والماوس اللاسلكيين 510 من لينوفو تجربة كتابة مريحة مع تصميم أنيق.,"1,822.00 جنيه",1%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/lenovo-510-wireless-combo-keyboard-mouse-arabic-133342579.html
شريط طاقة جداري، 4 مداخل، 220 فولت، أبيض، تركيب سهل (قطعتان),173.63 جنيه,8%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-wall-power-strip-4-outlets-220v-white-easy-installation-2-pieces-133863283.html
حامل أقراص صلبة SATA بحجم 2.5 إنش بسمك 12.7 مم,140.00 جنيه,No discount,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-second-for-sata-hdd-2.5-inch-caddy-thickness-12.7mm-27647089.html
Rapoo سماعة رأس USB ستيريو رابو H120,699.00 جنيه,30%,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/rapoo-h120-usb-stereo-headset-44244786.html
Gigamax بادئ التبريد جيجاماكس لأجهزة اللابتوب بخمسة مراوح وحامل موبايل GM90 - أسود,645.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/gigamax-cooling-pad-for-laptops-with-5-fans-and-mobile-holder-gm90-black-130497385.html
حامل لابتوب من الألومنيوم - فضي,"1,499.00 جنيه",No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-aluminium-laptop-stand-silver-133808374.html
ZERO keyboard usb multimedia,175.50 جنيه,20%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/zero-keyboard-usb-multimedia-133874987.html
Forev لوحة مفاتيح وماوس للألعاب من فوريف FV-Q305S مع إضاءة RGB,587.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/forev-fv-q305s-rgb-gaming-keyboard-and-mouse-combo-mechanical-design-1000-dpi-usb-2.0-129387371.html
FIBERME سماعة رأس FBH7211D فايبرمي,"4,124.00 جنيه",23%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/fiberme-fch7211d-call-center-headset-133725863.html
Onikuma سماعة الألعاب أونيكوم X13 - أسود,877.50 جنيه,4%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/onikuma-x13-gaming-headset-black-132768479.html
ماوس بلوتوث لاسلكيHP W10 قابل لإعادة الشحن بوضعي LED,149.00 جنيه,63%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-w10-rechargeable-led-dual-mode-mouse-133827143.html
شاحن لابتوب بديل 19.5 فولت 4.62 أمبير لديل,425.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-replacement-laptop-charger-for-dell-19.5v-4.62a-46300482.html
Havit فأرة الألعاب Havit MP838 - أسود,80.10 جنيه,20%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/havit-mp838-gaming-mouse-pad-black-29525365.html
XO ماوس USB ضوئي 3D من XO بدقة 1000dpi - أسود,99.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/3d-optical-wire-usb-mouse-1000dpi-black-xo-mpg56652.html
ZERO ماوس وايرلس وبلوتوث مضئ قابل للشحن,230.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/zero-bluetooth-wireless-dual-model-mouse-zr3300-128157830.html
حامل لاب توب مع مروحتين تبريد بارتفاع قابل للتعديل الومنيوم - سيلفر,"1,499.00 جنيه",No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-stand-with-dual-cooling-fan-v4.0-silver-133529771.html
مروحة يد صغيرة قابلة لإعادة الشحن,250.00 جنيه,14%,4.8 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-rechargeable-mini-portable-hand-fan-98025603.html
1W  LED Bulb with Switch and Night Light,94.50 جنيه,10%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-1w-led-bulb-with-switch-and-night-light-133616840.html
لوحة الكتابة الصغيرة 12 إنش - جهاز لوحي للرسم والكتابة,228.87 جنيه,87%,4.3 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-mini-writing-board-12-inch-pad-tablet-eco-friendly-handwriting-solution-21030648.html
"JSAUX USB C to HDMI with PD Charger Adapter, 2-in-1 Type-C to HDMI 4K@30Hz 100W USB C/Thunderbolt 3 Fast Charging Port Compatible with ROG Ally, Steam Deck, MacBook, iPad Pro,Galaxy S22/S21/S20",325.00 جنيه,37%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/jsaux-usb-c-to-hdmi-with-pd-charger-adapter-2-in-1-type-c-to-hdmi-4kat30hz-100w-usb-cthunderbolt-3-fast-charging-port-compatible-with-rog-ally-steam-deck-macbook-ipad-progalaxy-s22s21s20-132569935.html
لوحة مفاتيح مضيئة لاسلكية محمولة صغيرة مع لوحة لمسية,339.50 جنيه,19%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-mini-portable-wireless-backlit-keyboard-with-touchpad-mouse-pad-133619550.html
HP 122 Black + Tri-color Ink Cartridge,"2,200.00 جنيه",12%,3.5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/122-black-tri-color-ink-cartridge-hp-mpg780343.html
حقيبة ظهر للكمبيوتر المحمول من جانج باج كيس، حقيبة ظهر مقاومة للماء، حقيبة ظهر كبيرة السعة للسفريات التجارية، متعددة المقصورات للكمبيوتر المحمول، للرجال والنساء,217.50 جنيه,64%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-gang-bag-case-laptop-backpack-waterproof-backpack-large-capacity-backpack-for-business-travel-multiple-compartments-for-laptop-for-men-and-women-133847947.html
Lava Lava كيبورد سلكي ، اسود - ST-200,219.00 جنيه,76%,2 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/lava-lava-wired-keyboard-black-st-200-133518900.html
محول OTG  يو اس بي ذكر الى انثى نوع تايب سى - اللون البينك,74.73 جنيه,No discount,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-otg-adapter-usb-male-to-type-c-female-pink-color-27295982.html
iLOCK مشترك 4 عين فيشتين ثنائي وفيشتين ثلاثي من اي لوك,339.00 جنيه,23%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/ilock-power-strip-4-outlets-2-schuko-sockets-2-universal-sockets-133631249.html
Elios مشترك كهربائي ، 5 مخرج - اسود,567.00 جنيه,29%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/elios-premio-electrical-connector-5-power-socket-black-132278890.html
كابل تشغيل الراوتر من بنك الطاقة,115.43 جنيه,61%,4 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-r-operation-cable-from-power-bank-54766947.html
حامل الكمبيوتر المحمول والتابلت القابل للطي من الألمنيوم مع تعديل ارتفاع متعدد الزوايا,199.00 جنيه,49%,4.5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-tablet-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-90295583.html
كابل محول منفذ العرض عالي الدقة للكمبيوتر,117.25 جنيه,41%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-hd-display-port-adapter-cable-for-computer-133840053.html
حقيبة ظهر مقاومة للماء للكمبيوتر المحمول للرجال والنساء مع حجرة كمبيوتر مقاس 16 بوصة - حقيبة ظهر مقاومة للماء للسفر NVY,"1,939.90 جنيه",8%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-waterproof-laptop-backpack-for-men-and-women-with-16-inch-computer-compartment-travel-laptop-backpack-water-resistant-backpacks-nvy-133789427.html
طاولة سرير لاب توب قابلة للطي، حامل مكتب حضن، صينية تقديم طاولة طعام مع فتحة، حامل للدفتر، صينية سرير لاب توب لتناول الإفطار، والعمل، ومشاهدة الأفلام على السرير/الأريكة/الأرضية,285.00 جنيه,37%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-foldable-laptop-bed-table-lap-desk-stand-serving-tray-dining-table-with-slot-notebook-stand-holder-bed-tray-laptop-desk-for-eating-breakfast-working-watching-movie-on-bedcouchsofafloor-133858005.html
Noon TRAXOT مايك لاسلكي متقدم ميك غناء لاسلكي محمول متعدد الوظائف بلوتوث كاريوكي مع مكبر صوت للميكروفون لجميع الهواتف الذكية (متعدد الألوان - قد يختلف اللون),256.50 جنيه,20%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/noon-traxot-wireless-mic-advance-handheld-wireless-singing-mike-multi-function-bluetooth-karaoke-mic-with-microphone-speaker-for-all-smart-phone-multicolor-colour-may-vary-133803517.html
لوحة فأرة doctor- football - مطاط cr-61,117.00 جنيه,10%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-doctor-football-mouse-pad-rubber-cr-61-133674628.html
XO ماوس USB ضوئي 3D من XO بدقة 1000dpi - أسود,99.00 جنيه,No discount,4.2 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/3d-optical-wire-usb-mouse-1000dpi-black-xo-mpg56652.html
اراجه لعمل سلك النت والتليفون,180.00 جنيه,No discount,4.1 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/crimping-tool-for-rj45-rj12-rj11-with-cutter-generic-mpg128955.html
دكتور- وسادة فأرة كرة القدم - مطاط cr-56,117.00 جنيه,10%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-doctor-football-mouse-pad-rubber-cr-56-133674626.html
Lexar لاش ميموري جامب درايف مزدوج بمنفذ USB 3.0 نوع سي بتردد 100ميجابايت/ثانية وسعة 32 جيجابايت من ليكسار - D35c، 32 GB,410.00 جنيه,18%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/lexar-jump-drive-dual-drive-d35c-usb-3.0-type-c-flash-drive-32gb-54148340.html
محول فيشة من فيشه ثلاثية الي فيشة ثنائية من اي لوك بقوة تحميل 16 امبير و 3500 وات و 250 فولت,79.00 جنيه,17%,1 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-travel-plug-adapter-converter-133631093.html
Marvo فأرة الألعاب مارفو M112 مع إضاءة RGB قابلة للبرمجة - 4000 DPI,269.10 جنيه,46%,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/marvo-m112-rgb-led-gaming-mouse-4000dpi-precision-21379423.html
A-GENERAL بو - وسادة فأرة اقتباس 'اليوم مُلغى',117.00 جنيه,10%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/a-general-pooh-today-is-cancelled-quote-mouse-pad-133674549.html
مكبر صوت USB للكمبيوتر المحمول والكمبيوتر المكتبي مع إضاءة بلوتوث,355.00 جنيه,4%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-usb-channel-computer-sound-bar-speaker-for-laptop-and-desktop-with-illuminated-bluetooth-133619556.html
خرطوشة طابعة ليزر بديلة من براذر DR1000,261.90 جنيه,3%,4.7 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/replacement-laser-color-cartridges-brother-dr1000-drum-generic-mpg741679.html
خرطوشة حبر متوافقة مع HP CF 44A,320.10 جنيه,3%,4.6 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/replacement-toner-cartridge-for-hp-cf-44a-generic-mpg721403.html
A-GENERAL لوحة ماوس Harry-potter -cr-9998,117.00 جنيه,10%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/a-general-harry-potter-mouse-pad-cr-9998-133674578.html
خرطوشة حبر بديلة - HP 05A,275.00 جنيه,7%,4.3 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/replacement-toner-cartridge-hp-05a-generic-mpg158484.html
محول متعدد المنافذ Type-C 3 في 1 - 3 منافذ USB 2.0، مصنوع من مادة بلاستيكية متينة ومتوافق مع الكمبيوتر، والهاتف الذكي، وماك بوك، واللابتوب,193.03 جنيه,3%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-3-in-1-type-c-hub-adapter-3-usb-2.0-ports-durable-plastic-material-compatible-with-computer-smartphone-macbook-and-laptop-133828456.html
شاشة عرض بروجكتور عالية الجودة قابلة للتدوير 16:9 - 2.25 * 1.5 م,"1,499.00 جنيه",25%,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-projector-screen-roll-169-2.251.5-m-36943180.html
Logitech ماوس لوجيتك M171 اللاسلكي - أزرق/أسود,475.00 جنيه,21%,4.2 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/logitech-m171-wireless-mouse-blueblack-16191099.html
حبر 490 لون أسود متوافق مع طابعات كانون,350.00 جنيه,No discount,4.1 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-compatible-ink-490-bk-for-canon-printer-g1400-g2400-g3400-922571.html
Sandisk محرك فلاش سانديك 32 جيجابايت من نوع C - تصميم أنيق وعصري,430.00 جنيه,28%,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/sandisk-32gb-type-c-ultra-dual-luxe-drive-26714619.html
HP خراطيش حبر HP 963XL 4-pack - YMCK,"8,444.00 جنيه",20%,4.7 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/963xl-4-pack-ink-cartridges-ymck-hp-mpg1087962.html
جراب كمبيوتر محمول من القماش الأزرق الملكي,220.00 جنيه - 240.00 جنيه,44%,4.7 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-blue-fabric-line-laptop-sleeves-22314078.html
ZERO ZERO مشترك كهرباء - 4 مخرج - ثلاثي - مزدوج - مع منفذين للجوال,258.00 جنيه,1%,4.1 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/electricity-subscriber-4-outlet-dual-with-two-usb-for-mobile-zero-mpg885810.html
Havit مروحة هافيت غامينوت F2096 RGB مقاس 120 مم - 1800 دورة في الدقيقة,255.00 جنيه,49%,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/havit-gamenote-f2096-120mm-rgb-black-fan-1800rpm-130625281.html
ماوس باد مضحك - مطاطي cr-90,117.00 جنيه,10%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-funny-mouse-pad-rubber-cr-90-133674667.html
Gigamax بادئ التبريد جيجاماكس لأجهزة اللابتوب بخمسة مراوح وحامل موبايل GM90 - أسود,645.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/gigamax-cooling-pad-for-laptops-with-5-fans-and-mobile-holder-gm90-black-130497385.html
حامل لابتوب من الألومنيوم - فضي,"1,499.00 جنيه",No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-aluminium-laptop-stand-silver-133808374.html
ZERO keyboard usb multimedia,175.50 جنيه,20%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/zero-keyboard-usb-multimedia-133874987.html
Forev لوحة مفاتيح وماوس للألعاب من فوريف FV-Q305S مع إضاءة RGB,587.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/forev-fv-q305s-rgb-gaming-keyboard-and-mouse-combo-mechanical-design-1000-dpi-usb-2.0-129387371.html
FIBERME سماعة رأس FBH7211D فايبرمي,"4,124.00 جنيه",23%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/fiberme-fch7211d-call-center-headset-133725863.html
Onikuma سماعة الألعاب أونيكوم X13 - أسود,877.50 جنيه,4%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/onikuma-x13-gaming-headset-black-132768479.html
ماوس بلوتوث لاسلكيHP W10 قابل لإعادة الشحن بوضعي LED,149.00 جنيه,63%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-w10-rechargeable-led-dual-mode-mouse-133827143.html
شاحن لابتوب بديل 19.5 فولت 4.62 أمبير لديل,425.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-replacement-laptop-charger-for-dell-19.5v-4.62a-46300482.html
Havit فأرة الألعاب Havit MP838 - أسود,80.10 جنيه,20%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/havit-mp838-gaming-mouse-pad-black-29525365.html
XO ماوس USB ضوئي 3D من XO بدقة 1000dpi - أسود,99.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/3d-optical-wire-usb-mouse-1000dpi-black-xo-mpg56652.html
ZERO ماوس وايرلس وبلوتوث مضئ قابل للشحن,230.00 جنيه,No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/zero-bluetooth-wireless-dual-model-mouse-zr3300-128157830.html
حامل لاب توب مع مروحتين تبريد بارتفاع قابل للتعديل الومنيوم - سيلفر,"1,499.00 جنيه",No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-stand-with-dual-cooling-fan-v4.0-silver-133529771.html
كابل USB متعدد مضفر 3 في 1 للشحن السريع 6A/100W، رقاقة ذكية، نسخة أكثر سمكاً، متوافق مع Lightning/Micro/Type-C,194.00 جنيه,19%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-3-in-1-braided-multi-usb-cable-for-fast-charging-6a100w-smart-chip-thicker-version-compatible-with-lightningmicrotype-c-133621321.html
حقيبة ظهر للاب توب من Gang، حقيبة مقاومة للماء، حقيبة ظهر كبيرة السعة لرحلات العمل، مقصورات متعددة للاب توب، للرجال والنساء,224.25 جنيه,55%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/gang-bag-case-laptop-backpack-waterproof-backpack-large-capacity-backpack-for-business-travel-multiple-compartments-for-laptop-for-men-and-women-generic-mpg3861553.html
حامل شاحن USB صغير قابل للطي وموصل,49.00 جنيه,51%,3.7 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-foldable-mini-usb-charger-stand-and-connector-45349208.html
محول VGA إلى HDMI بدقة 1080P عالية الوضوح مع كابل محول صوتي باللون الأسود,203.70 جنيه,17%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-1080p-hd-vga-to-hdmi-adapter-with-audio-converter-cable-black-133831848.html
ZERO ZERO ماوس ألعاب USB، ZR-1800,328.50 جنيه,27%,2 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/zero-zero-mouse-usb-gaming-zr-1800-133554660.html
Dalton دالتون يو بي إس 650VA 390W,"2,025.00 جنيه",14%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/dalton-dalton-ups-650va-390w-133653526.html
Arctic Hunter حقيبة ظهر متعددة الوظائف من أركتيك هانتر B00536 للحواسيب المحمولة مقاس 15.6 بوصة - سوداء,"1,515.00 جنيه",16%,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/arctic-hunter-b00536-15.6-inch-laptop-casual-multi-function-oxford-waterproof-backpack-bag-black-37808030.html
Logitech ماوس الألعاب اللاسلكي لوجيتك G305 لايت سبيد - أبيض,"2,399.00 جنيه",20%,4.5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/logitech-g305-lightspeed-wireless-gaming-mouse-white-54298462.html
Rapoo ماوس ليزر متعدد الأنماط MT750S من رابون - أسود,"2,099.00 جنيه",16%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/rapoo-mt750s-multi-mode-wireless-laser-mouse-black-133345718.html
HP طابعة HP M135a Laserjet MFP,"7,777.00 جنيه",14%,4.3 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/m135a-laserjet-mfp-printer-hp-mpg703940.html
TP-Link راوتر تي بي لينك ايه سي 750 مزود مدى الواي فاي - ابيض RE200,"1,098.00 جنيه",45%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/tp-link-re200-ac750-wi-fi-router-range-extender-38494854.html
لوحة كتابة LCD صغيرة 10 إنش - مثالية للرسم والكتابة,127.77 جنيه,4%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-mini-writing-board-message-lcd-writing-10-inch-pad-tablet-drawing-tablet-handwriting-52301164.html
حقيبة ظهر مضادة للماء للرجال والنساء مع قسم كمبيوتر مقاس 16 بوصة، حقيبة ظهر للسفر مقاومة للماء - كحلية,312.71 جنيه,54%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/waterproof-laptop-backpack-for-men-and-women-with-16-inch-computer-compartment-travel-laptop-backpack-water-resistant-backpacks-navy-generic-mpg3858481.html
FANTECH Shikari K515 RGB Wired Gaming Keyboard – Slim & Compact,430.00 جنيه,34%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/fantech-shikari-k515-rgb-wired-gaming-keyboard-slim-compact-133613916.html
Sandisk فلاش ميموري 64 جيجابايت مزدوجة USB 3.0 ومايكرو USB من سانديسك,436.00 جنيه,38%,3.7 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/sandisk-otg-enabled-m3.0-ultra-dual-drive-64-gb-26714638.html
Onikuma سماعة الألعاب أونيكوم X25 - بيضاء,877.50 جنيه,20%,4 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/onikuma-x25-gaming-headset-white-131440366.html
حامل لابتوب وتابلت معدني مع غطاء مجاني وحامل موبايل - فضي,266.00 جنيه,52%,3.7 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-stand-laptop-and-tablet-metal-free-cover-free-mobile-holder-silver-46391059.html
حبر تعبئة خراطيش الطابعات كانون وأتش بى 100 ملى لون أسود,399.00 جنيه,No discount,4.5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/100-ink-mate-mpg134749.html
Canon خراطيش حبر كانون CL-446 ثلاثية الألوان,950.00 جنيه,No discount,4.3 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/ink-cartridge-tricolor-cl-446-canon-mpg54117.html
حافظة لابتوب على شكل ماسة من القماش الأرجواني,220.00 جنيه - 240.00 جنيه,44%,4.5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-fabric-rhombus-laptop-sleeves-39931313.html
TAGITOP Flip-Intel Core i5 8th Generation8259U-8 GB DDR4 RAM-256 GB SSD-Touch Panel 14.1” FHD-Intel Iris Plus Graphics 655,"26,000.00 جنيه",No discount,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/tagitop-flip-intel-core-i5-8th-generation8259u-8-gb-ddr4-ram-256-gb-ssd-touch-panel-14.1-fhd-intel-iris-plus-graphics-655-60624530.html
Logitech لوحة مفاتيح لوجيتك K400 بلس - لوحة مفاتيح تعمل باللمس لاسلكية بالعربية والإنجليزية,"1,475.00 جنيه",26%,4.2 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/k400-plus-wireless-touch-keyboard-logitech-mpg700578.html
كابل شحن سريع ونقل بيانات من (USB) إلى (Type-C) - أسود,84.83 جنيه,No discount,3.5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-and-data-transfer-cable-from-usb-to-type-c-black-46324860.html
JOY ROOM حقيبة ظهر JOY ROOM مقاومة للسرقة ومقاومة للماء مع شحن USB,"1,199.00 جنيه",33%,4 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/anti-theft-proof-water-resistant-with-usb-charging-backpack-grey-joyroom-mpg144059.html
HP طقم خراطيش أصلي حبر إتش بي ليزر 4ألوان HP 415A,"20,250.00 جنيه",10%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/hp-original-hp-laser-toner-cartridge-set-4-colors-hp-415a-131355185.html
"محور 4 منافذ USB 3.0/2.0، محور من سبائك الألومنيوم خفيف الوزن ومضغوط مع معدل نقل أقصى: ويندوز 5Gbps, ماك,",169.75 جنيه,15%,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-4-port-usb-3.02.0-hub-lightweight-and-compact-aluminum-alloy-hub-with-max-transfer-rate-windows-5gbps-mac-133619560.html
مروحة يدوية محمولة صغيرة 1 قطعة,223.00 جنيه,32%,4 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-1pc-mini-portable-hand-fan-102464429.html
Monster سماعة ألعاب سلكية، سماعة رأس ستيريو مع ضوء LED أحمر للكمبيوتر الشخصي والكمبيوتر المحمول مع منفذ 3.5 مم، يمكن استخدامها في المنزل والمكتب والخارج,449.10 جنيه,40%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/monster-wired-gaming-headset-stereo-headphone-with-red-led-light-for-pc-and-laptop-133022449.html
Canon خرطوشة كانون CL-56,365.00 جنيه,44%,4.6 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/canon-cartridge-cl-56-48933910.html
مروحة مكتب كهربائية مشبك و2 سرعة - أبيض,575.04 جنيه,4%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-desk-fan-clip-and-2-speeds-white-80925978.html
محول من نوع C إلى HDTV 8 في 1 HDMI PD 2 USB SD TF Rj45 متوافق مع أجهزة الكمبيوتر والهواتف والأجهزة اللوحية - دقة 4K,654.75 جنيه,13%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-type-c-to-hdtv-adapter-8-in-1-hdmi-pd-2-usb-sd-tf-rj45-compatible-with-pc-phones-tablets-4k-resolution-133809657.html
مروحة يدوية محمولة صغيرة 1 قطعة,223.00 جنيه,32%,4.8 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-1pc-mini-portable-hand-fan-lightweight-usb-rechargeable-fan-102464434.html
Elmaghraby مشترك كهرباء 2500 وات 9 مخرج بطول 2 متر مع زر للتشغيل والإيقاف من المغربي,212.43 جنيه,3%,5 out of 5,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/elmaghraby-2500w-9-outlet-power-strip-with-2m-onoff-switch-from-magrabi-133378037.html
كيبورد بلوتوث و لوحة مفاتيح بلوتوث صغيرة ZR-3030 تعمل على نظام Android و IOS و Windows وتدعم البلوتوث,350.00 جنيه,53%,Rate not found,computers-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-mini-keyboard-works-on-android-and-ios-system-and-supports-bluetooth-function-133846834.html
